,TM Number,Period,Date String,Uncertain,Date (Start),Date (End),Provenance,Language
5395,391063,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5396,391064,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5397,391065,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5398,391066,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5399,391067,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5400,391068,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5401,391069,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5402,391070,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5403,391071,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5404,391072,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5405,391073,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5406,391074,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5407,391075,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5408,391076,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5409,391077,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5410,391078,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5411,391079,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5412,391080,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5413,391081,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5414,391082,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5415,391083,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5416,391084,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic?
5417,391085,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5418,391086,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5419,391087,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5420,391088,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5421,391089,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5422,391090,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5423,391091,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5424,391092,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5425,391093,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5426,391561,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
5427,391566,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
5428,391568,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
5429,391570,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
5430,391571,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic / Greek
5431,391573,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
5432,391577,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
5433,391578,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic / Greek
5434,391579,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
5435,391580,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
5436,391582,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
5437,391584,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
5438,391585,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
5439,391586,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
5440,391588,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
5441,391590,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
5442,391591,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
5443,391592,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
5444,391593,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
5445,391594,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
5446,391596,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
5447,391597,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
5448,391633,3rd century BC - 2nd century AD ?,BC 299 - AD 199?,True,-299,199,Memnoneia - Djeme (Thebes west),Demotic / Greek
5449,391634,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5450,391636,,BC 721 - AD 284?,True,-721,284,Memnoneia - Djeme (Thebes west),Demotic
5451,391637,,BC 721 - AD 284?,True,-721,284,Memnoneia - Djeme (Thebes west),Demotic
5452,391638,,BC 721 - AD 284?,True,-721,284,Memnoneia - Djeme (Thebes west),Demotic
5453,391639,,BC 721 - AD 284?,True,-721,284,Memnoneia - Djeme (Thebes west),Demotic
5454,391640,,BC 721 - AD 284?,True,-721,284,Memnoneia - Djeme (Thebes west),Demotic
5455,391641,,BC 721 - AD 284?,True,-721,284,Memnoneia - Djeme (Thebes west),Demotic
5456,391643,,BC 721 - AD 284?,True,-721,284,Memnoneia - Djeme (Thebes west),Demotic
5457,391645,,BC 721 - AD 284?,True,-721,284,Memnoneia - Djeme (Thebes west),Demotic
5458,391647,,BC 721 - AD 284?,True,-721,284,Memnoneia - Djeme (Thebes west),Demotic
5459,391648,,BC 721 - AD 284?,True,-721,284,Memnoneia - Djeme (Thebes west),Demotic
5460,391649,,BC 721 - AD 284?,True,-721,284,Memnoneia - Djeme (Thebes west),Demotic
5461,391650,,BC 721 - AD 284?,True,-721,284,Memnoneia - Djeme (Thebes west),Demotic
5462,391651,,BC 721 - AD 284?,True,-721,284,Memnoneia - Djeme (Thebes west),Demotic
5463,391652,,BC 721 - AD 284?,True,-721,284,Memnoneia - Djeme (Thebes west),Demotic
5464,391653,,BC 721 - AD 284?,True,-721,284,Memnoneia - Djeme (Thebes west),Demotic
5465,391654,,BC 721 - AD 284?,True,-721,284,Memnoneia - Djeme (Thebes west),Demotic
5466,391655,,BC 721 - AD 284?,True,-721,284,Memnoneia - Djeme (Thebes west),Demotic
5467,391656,,BC 721 - AD 284?,True,-721,284,Memnoneia - Djeme (Thebes west),Demotic
5468,391657,,BC 721 - AD 284?,True,-721,284,Memnoneia - Djeme (Thebes west),Demotic
5469,391658,,BC 721 - AD 284?,True,-721,284,Memnoneia - Djeme (Thebes west),Demotic
5470,391659,,BC 721 - AD 284?,True,-721,284,Memnoneia - Djeme (Thebes west),Demotic
5471,391660,,BC 721 - AD 284?,True,-721,284,Memnoneia - Djeme (Thebes west),Demotic
5472,391661,,BC 721 - AD 284?,True,-721,284,Memnoneia - Djeme (Thebes west),Demotic
5473,391663,,BC 721 - AD 284?,True,-721,284,Memnoneia - Djeme (Thebes west),Demotic
5474,391664,,BC 721 - AD 284?,True,-721,284,Memnoneia - Djeme (Thebes west),Demotic
5475,391665,,BC 721 - AD 284?,True,-721,284,Memnoneia - Djeme (Thebes west),Demotic
5476,391796,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5477,391797,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5478,391798,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5479,391799,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5480,3918,,BC 86 Sep 13?,True,-86,,Tebtynis (Umm el-Baragat),Demotic / Greek
5481,391800,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5482,391802,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5483,391804,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5484,391827,,BC 721 - AD 284?,True,-721,284,Memnoneia - Djeme (Thebes west),Demotic
5485,391865,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5486,391866,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5487,391867,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5488,391871,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5489,391908,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5490,391909,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5491,391910,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5492,391911,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic?
5493,391912,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic?
5494,391913,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5495,391914,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5496,391915,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5497,391916,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5498,391917,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5499,391918,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5500,391919,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5501,391920,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5502,391921,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5503,391922,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5504,391923,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5505,391924,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5506,391925,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5507,391926,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5508,391927,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5509,391928,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5510,391929,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5511,391930,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5512,391931,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5513,391932,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5514,391933,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5515,391934,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5516,391935,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5517,391936,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5518,391937,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5519,391938,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5520,391939,,AD 30 - 284?,True,30,284,Egypt,Demotic?
5521,391940,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5522,391941,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5523,391942,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5524,391943,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5525,391944,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5526,391945,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5527,391946,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5528,391947,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5529,391948,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5530,391949,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5531,391951,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5532,391952,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5533,391953,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5534,391954,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5535,391955,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5536,391956,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5537,391957,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5538,391958,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5539,391960,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5540,391961,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5541,391962,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5542,391963,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5543,391964,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5544,391965,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5545,391966,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5546,391967,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5547,391968,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5548,391969,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5549,391971,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5550,391972,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5551,391973,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5552,391974,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5553,391975,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5554,391976,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic? / Greek
5555,391977,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5556,391978,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5557,391979,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5558,391980,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5559,391981,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic?
5560,391982,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5561,391983,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5562,391984,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5563,391985,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5564,391986,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5565,391987,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5566,391988,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5567,391989,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5568,391990,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5569,391991,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5570,391992,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5571,391993,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5572,391994,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5573,391995,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5574,391996,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5575,391997,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5576,391998,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5577,391999,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5578,392,year 31 of Ptolemaeus VI,BC 151 Sep 30 - 150 Sep 29,False,-151,-150,Pathyris (Gebelein),Demotic
5579,392000,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5580,392001,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5581,392002,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5582,392003,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5583,392004,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5584,392005,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5585,392006,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5586,392007,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5587,392008,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5588,392009,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5589,392010,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5590,392011,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5591,392012,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5592,392013,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5593,392014,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5594,392015,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5595,392016,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5596,392017,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5597,392018,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5598,392019,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5599,392021,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5600,392022,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5601,392023,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5602,392024,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5603,392025,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5604,392026,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5605,392027,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5606,392028,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5607,392029,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5608,392030,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5609,392031,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5610,392032,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5611,392033,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5612,392034,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5613,392035,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5614,392036,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5615,392037,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5616,392038,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5617,392039,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5618,392040,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5619,392041,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5620,392042,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5621,392043,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5622,392044,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic / Greek?
5623,392045,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic?
5624,392046,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5625,392047,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5626,392048,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic / Greek
5627,392049,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5628,392050,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5629,392051,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5630,392052,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5631,392053,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5632,392054,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5633,392055,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic / Greek
5634,392056,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5635,392057,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5636,392058,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5637,392059,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5638,392060,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5639,392061,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5640,392062,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5641,392063,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5642,392064,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5643,392065,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5644,392066,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5645,392067,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5646,392068,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5647,392069,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5648,392070,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5649,392071,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5650,392072,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5651,392073,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5652,392074,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5653,392075,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5654,392076,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5655,392077,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5656,392078,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5657,392079,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5658,392081,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5659,392082,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5660,392083,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5661,392084,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5662,392085,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5663,392086,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5664,392087,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5665,392088,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5666,392089,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5667,392090,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
5668,392091,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5669,392092,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5670,392093,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5671,392094,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5672,392095,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5673,392096,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5674,392097,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5675,392098,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5676,392099,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5677,392100,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5678,392101,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5679,392102,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5680,392103,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5681,392104,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5682,392105,,BC 721 - 332,False,-721,-332,Egypt,Demotic
5683,392106,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5684,392107,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5685,392108,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5686,392109,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5687,392111,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5688,392112,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5689,392113,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5690,392124,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic?
5691,392125,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5692,392126,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5693,392127,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5694,392128,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5695,392129,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5696,392130,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic?
5697,392131,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5698,392132,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5699,392133,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5700,392134,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5701,392135,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5702,392136,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5703,392137,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5704,392138,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5705,392139,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5706,392140,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5707,392141,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5708,392142,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5709,392143,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5710,392144,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5711,392145,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5712,392146,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5713,392147,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic / Greek
5714,392148,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5715,392149,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5716,392150,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5717,392151,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5718,392152,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5719,392153,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5720,392154,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5721,392155,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5722,392156,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5723,392157,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5724,392158,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5725,392159,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5726,392160,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5727,392161,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5728,392162,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5729,392163,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5730,392164,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5731,392165,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5732,392166,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5733,392167,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5734,392168,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
