,TM Number,Period,Date String,Uncertain,Date (Start),Date (End),Provenance,Language
5735,392169,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5736,392170,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5737,392171,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5738,392172,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5739,392174,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5740,392175,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5741,392176,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic?
5742,392177,,AD 30 - 284?,True,30,284,Egypt,Demotic?
5743,392178,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5744,392179,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5745,392180,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5746,392181,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5747,392182,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5748,392183,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5749,392184,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5750,392185,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5751,392186,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5752,392187,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5753,392188,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
5754,392190,,BC 332 - AD 999?,True,-332,999,Egypt,Demotic
5755,392191,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5756,392192,,BC 332 - AD 999?,True,-332,999,Egypt,Demotic / Greek
5757,392193,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5758,392194,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5759,392195,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5760,392196,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5761,392197,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5762,392198,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5763,392199,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5764,392200,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5765,392201,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5766,392202,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5767,392203,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5768,392204,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5769,392205,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5770,392206,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5771,392207,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5772,392208,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5773,392209,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5774,392210,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic / Greek
5775,392211,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5776,392212,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5777,392213,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5778,392277,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5779,392310,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic / Greek
5780,392312,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5781,392399,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5782,392400,,BC 721 - AD 284?,True,-721,284,Egypt,Demotic
5783,392401,,BC 1539 - 1077,False,-1539,-1077,Egypt,Demotic
5784,392402,,BC 1539 - 1077,False,-1539,-1077,Egypt,Demotic
5785,392403,,BC 1539 - 1077,False,-1539,-1077,Egypt,Demotic
5786,392408,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic / Greek
5787,392476,,BC 1539 - 1077,False,-1539,-1077,Egypt,Demotic
5788,392523,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5789,392524,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5790,392525,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5791,392526,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5792,392527,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5793,392566,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5794,392575,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic?
5795,392580,,BC 721 - AD 284?,True,-721,284,Naukratis (Kom Gajef),Demotic
5796,392586,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5797,392595,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5798,392597,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Sidmant el-Gebel,Demotic
5799,392864,Ptolemaic period,BC 332 - 30,False,-332,-30,Memnoneia - Djeme (Thebes west),Demotic
5800,392865,Ptolemaic period,BC 332 - 30,False,-332,-30,Memnoneia - Djeme (Thebes west),Demotic
5801,392866,Ptolemaic period,BC 332 - 30,False,-332,-30,Memnoneia - Djeme (Thebes west),Demotic
5802,392867,Ptolemaic period,BC 332 - 30,False,-332,-30,Memnoneia - Djeme (Thebes west),Demotic
5803,392868,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5804,392869,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5805,392870,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5806,392871,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5807,392872,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5808,392873,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5809,392874,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5810,392875,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5811,392876,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5812,392877,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5813,392878,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5814,392879,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5815,392880,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5816,392881,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5817,392882,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5818,392883,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5819,392884,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5820,392885,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5821,392886,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5822,392887,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5823,392888,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5824,392889,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5825,392890,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5826,392891,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5827,392892,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5828,392893,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5829,392894,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5830,392896,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5831,392897,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5832,392979,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5833,392980,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5834,392981,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5835,392982,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5836,392984,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5837,392985,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5838,392986,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5839,392987,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5840,392988,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5841,392989,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5842,392990,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5843,392991,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5844,392992,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5845,392993,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5846,392994,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5847,392995,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5848,392996,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5849,392997,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5850,392998,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5851,392999,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5852,393,Ptolemaic period,BC 332 - 30,False,-332,-30,Pathyris (Gebelein),Demotic
5853,393000,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5854,393001,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5855,393002,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5856,393003,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5857,393004,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5858,393005,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5859,393006,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5860,393007,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5861,393008,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5862,393009,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5863,393010,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5864,393011,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5865,393012,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5866,393014,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5867,393026,,BC 721 - 332,False,-721,-332,Memnoneia - Djeme (Thebes west),Demotic
5868,393044,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5869,393045,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5870,393046,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5871,393047,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5872,393048,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5873,393049,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5874,393050,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5875,393051,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5876,393052,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5877,393053,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5878,393054,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5879,393056,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5880,393057,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5881,393072,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5882,393084,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5883,393085,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Memnoneia - Djeme (Thebes west),Demotic
5884,3931,,BC 210 Jan 11,False,-210,,Techtho (Dashtut),Demotic / Greek
5885,393114,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5886,393115,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5887,393345,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
5888,393389,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
5889,393391,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
5890,393393,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
5891,393395,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
5892,393418,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Egypt,Demotic
5893,393429,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5894,393439,Ptolemaic period,BC 332 - 30,False,-332,-30,Abydos,Demotic
5895,393495,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5896,393496,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5897,393497,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5898,393498,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5899,393499,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5900,393500,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5901,393501,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5902,393502,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5903,393503,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5904,393504,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5905,393505,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5906,393506,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5907,393507,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5908,393508,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5909,393510,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5910,393511,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5911,393512,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Abydos,Demotic
5912,393557,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Hermonthis (Armant),Demotic
5913,393559,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Hermonthis (Armant),Demotic
5914,393639,,BC 99 - 30,False,-99,-30,Hermonthis (Armant),Demotic
5915,393640,,BC 99 - 30,False,-99,-30,Hermonthis (Armant),Demotic
5916,393641,,BC 99 - 30,False,-99,-30,Hermonthis (Armant),Demotic
5917,393642,,BC 30 - AD 75,False,-30,75,Hermonthis (Armant),Demotic
5918,393643,,BC 30 - AD 75,False,-30,75,Hermonthis (Armant),Demotic
5919,393644,,BC 30 - AD 75,False,-30,75,Hermonthis (Armant),Demotic
5920,393645,,BC 30 - AD 75,False,-30,75,Hermonthis (Armant),Demotic
5921,393646,,BC 99 - 30,False,-99,-30,Hermonthis (Armant),Demotic
5922,393647,,BC 99 - 30,False,-99,-30,Hermonthis (Armant),Demotic
5923,393648,,BC 99 - 30,False,-99,-30,Hermonthis (Armant),Demotic
5924,393649,,BC 99 - 30,False,-99,-30,Hermonthis (Armant),Demotic
5925,393650,,BC 99 - 30,False,-99,-30,Hermonthis (Armant),Demotic
5926,393651,,BC 285 - 246,False,-285,-246,Hermonthis (Armant),Demotic
5927,393652,,BC 30 - AD 75,False,-30,75,Hermonthis (Armant),Demotic
5928,393653,,BC 99 - 30,False,-99,-30,Hermonthis (Armant),Demotic
5929,393654,,BC 99 - 30,False,-99,-30,Hermonthis (Armant),Demotic
5930,393655,,BC 285 - 246,False,-285,-246,Hermonthis (Armant),Demotic
5931,393656,,BC 30 - AD 75,False,-30,75,Hermonthis (Armant),Demotic
5932,393657,,BC 99 - 70,False,-99,-70,Hermonthis (Armant),Demotic
5933,393658,,BC 285 - 246,False,-285,-246,Hermonthis (Armant),Demotic
5934,393659,,BC 285 - 246,False,-285,-246,Hermonthis (Armant),Demotic
5935,393660,,BC 99 - 30,False,-99,-30,Hermonthis (Armant),Demotic
5936,393661,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Hermonthis (Armant),Demotic
5937,393662,,BC 99 - 30,False,-99,-30,Hermonthis (Armant),Demotic
5938,393663,,BC 99 - 70,False,-99,-70,Hermonthis (Armant),Demotic
5939,393664,,BC 99 - 30,False,-99,-30,Hermonthis (Armant),Demotic
5940,393665,,BC 285 - 246,False,-285,-246,Hermonthis (Armant),Demotic
5941,393666,,BC 285 - 246,False,-285,-246,Hermonthis (Armant),Demotic
5942,393667,2nd century BC,BC 199 - 100,False,-199,-100,Hermonthis (Armant),Demotic
5943,393668,,BC 99 - 30,False,-99,-30,Hermonthis (Armant),Demotic
5944,393669,,BC 99 - 30,False,-99,-30,Hermonthis (Armant),Demotic
5945,393670,,BC 285 - 246,False,-285,-246,Hermonthis (Armant),Demotic
5946,393671,,BC 285 - 246,False,-285,-246,Hermonthis (Armant),Demotic
5947,393672,,BC 180 - 145,False,-180,-145,Hermonthis (Armant),Demotic
5948,393673,,BC 285 - 246,False,-285,-246,Hermonthis (Armant),Demotic
5949,393674,,BC 285 - 246,False,-285,-246,Hermonthis (Armant),Demotic
5950,393675,,BC 180 - 145,False,-180,-145,Hermonthis (Armant),Demotic
5951,393676,,BC 99 - 30,False,-99,-30,Hermonthis (Armant),Demotic
5952,393677,3rd century BC,BC 299 - 200,False,-299,-200,Hermonthis (Armant),Demotic
5953,393678,3rd century BC,BC 299 - 200,False,-299,-200,Hermonthis (Armant),Demotic
5954,393679,3rd century BC,BC 299 - 200,False,-299,-200,Hermonthis (Armant),Demotic
5955,393680,3rd century BC,BC 299 - 200,False,-299,-200,Hermonthis (Armant),Demotic
5956,393681,3rd century BC,BC 299 - 200,False,-299,-200,Hermonthis (Armant),Demotic
5957,393682,3rd century BC,BC 299 - 200,False,-299,-200,Hermonthis (Armant),Demotic
5958,393683,3rd century BC,BC 299 - 200,False,-299,-200,Hermonthis (Armant),Demotic
5959,393684,2nd century BC,BC 199 - 100,False,-199,-100,Hermonthis (Armant),Demotic
5960,393685,,BC 99 - 30,False,-99,-30,Hermonthis (Armant),Demotic
5961,393686,,BC 285 - 246,False,-285,-246,Hermonthis (Armant),Demotic
5962,393687,,BC 180 - 145,False,-180,-145,Hermonthis (Armant),Demotic
5963,393688,,BC 180 - 145,False,-180,-145,Hermonthis (Armant),Demotic
5964,393689,,BC 107 - 71,False,-107,-71,Hermonthis (Armant),Demotic
5965,393690,,BC 285 - 246,False,-285,-246,Hermonthis (Armant),Demotic
5966,393691,,BC 285 - 246,False,-285,-246,Hermonthis (Armant),Demotic
5967,393692,,BC 180 - 145,False,-180,-145,Hermonthis (Armant),Demotic
5968,393693,,BC 180 - 145,False,-180,-145,Hermonthis (Armant),Demotic
5969,393694,,BC 99 - 30,False,-99,-30,Hermonthis (Armant),Demotic
5970,393695,,BC 107 - 71,False,-107,-71,Hermonthis (Armant),Demotic
5971,393696,,BC 99 - 30,False,-99,-30,Hermonthis (Armant),Demotic
5972,393697,3rd century BC,BC 299 - 200,False,-299,-200,Hermonthis (Armant),Demotic
5973,393698,,BC 99 - 30,False,-99,-30,Hermonthis (Armant),Demotic
5974,393699,,BC 99 - 30,False,-99,-30,Hermonthis (Armant),Demotic
5975,393700,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Hermonthis (Armant),Demotic
5976,393701,,BC 180 - 145,False,-180,-145,Hermonthis (Armant),Demotic
5977,393702,,AD 70 - 199,False,70,199,Hermonthis (Armant),Demotic
5978,393703,,BC 99 - 30,False,-99,-30,Hermonthis (Armant),Demotic
5979,393704,3rd century BC,BC 299 - 200,False,-299,-200,Hermonthis (Armant),Demotic
5980,393706,3rd century BC,BC 299 - 200,False,-299,-200,Hermonthis (Armant),Demotic
5981,393707,,BC 99 - 30,False,-99,-30,Hermonthis (Armant),Demotic
5982,393708,3rd century BC,BC 299 - 200,False,-299,-200,Hermonthis (Armant),Demotic
5983,393709,,BC 99 - 30,False,-99,-30,Hermonthis (Armant),Demotic
5984,393710,,BC 99 - 30,False,-99,-30,Hermonthis (Armant),Demotic
5985,393711,,BC 99 - 30,False,-99,-30,Hermonthis (Armant),Demotic
5986,393712,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Hermonthis (Armant),Demotic
5987,393713,,BC 30 - AD 75,False,-30,75,Hermonthis (Armant),Demotic
5988,393714,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Hermonthis (Armant),Demotic
5989,393715,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Hermonthis (Armant),Demotic
5990,393716,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Hermonthis (Armant),Demotic
5991,393717,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Hermonthis (Armant),Demotic
5992,393718,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Hermonthis (Armant),Demotic
5993,393719,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Hermonthis (Armant),Demotic
5994,393720,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Hermonthis (Armant),Demotic
5995,393721,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Hermonthis (Armant),Demotic
5996,393722,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Hermonthis (Armant),Demotic
5997,393723,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Hermonthis (Armant),Demotic
5998,393724,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Hermonthis (Armant),Demotic
5999,393725,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Hermonthis (Armant),Demotic
6000,393726,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Hermonthis (Armant),Demotic
6001,393727,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Hermonthis (Armant),Demotic
6002,393728,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Hermonthis (Armant),Demotic
6003,393729,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Hermonthis (Armant),Demotic
6004,393730,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Hermonthis (Armant),Demotic
6005,393731,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Hermonthis (Armant),Demotic
6006,393732,Ptolemaic period - Roman period?,BC 332 - AD 284?,True,-332,284,Hermonthis (Armant),Demotic
